game_id,turns,w_ctrld_pawn,w_ctrld_knight,w_ctrld_bishop,w_ctrld_rook,w_ctrld_queen,w_ctrld_king,w_preassure_points,w_ctrld_diagonals,w_ctrld_lines,b_ctrld_pawn,b_ctrld_knight,b_ctrld_bishop,b_ctrld_rook,b_ctrld_queen,b_ctrld_king,b_preassure_points,b_ctrld_diagonals,b_ctrld_lines,rated_cod,winner_cod,current_turn_cod,time_increment_cod,opening_code_cod,opening_fullname_cod,opening_shortname_cod,opening_variation_cod,moves_fen_cod
6007,70,7,0,0,0,0,3,4,3,4,9,0,6,5,19,3,7,4,4,1,0,1,20,170,631,61,608,6057
6008,61,9,6,11,16,11,1,19,5,5,8,0,1,0,0,0,7,5,2,1,1,0,20,36,281,35,608,17597
6009,63,5,0,0,12,0,5,2,0,3,7,0,0,0,0,0,1,0,0,1,1,0,19,151,308,38,0,3052
6010,72,3,0,0,0,0,0,0,0,0,8,0,0,0,16,5,3,1,2,1,0,1,37,71,1119,104,335,11343
6011,79,7,0,0,21,0,5,8,0,6,8,0,0,18,0,7,6,0,5,1,1,0,102,244,1354,110,0,5851
6012,71,7,0,7,14,0,5,5,2,2,7,0,0,0,0,0,2,0,4,1,1,0,121,170,631,61,608,6422
6013,41,9,2,8,1,14,1,5,5,3,8,0,1,0,0,1,2,2,0,1,1,0,20,189,627,59,608,12014
6014,3,12,5,5,0,5,1,9,2,1,9,4,2,0,0,0,7,1,0,1,1,0,19,36,674,70,608,17954
6015,116,0,0,0,0,0,0,0,0,0,6,0,0,13,0,5,2,0,2,1,0,1,19,0,430,49,608,10866
6016,113,7,0,8,10,12,5,7,3,5,0,0,0,0,0,0,0,0,0,1,1,0,19,36,674,70,608,1558
6017,64,7,0,0,0,0,0,6,0,2,5,3,1,0,16,1,5,1,2,1,0,1,19,71,1119,104,335,584
6018,71,9,5,7,12,0,2,6,2,2,3,0,0,0,0,2,2,0,0,1,1,0,306,254,854,90,383,1173
6019,52,3,0,0,0,0,0,7,1,2,7,0,7,22,16,4,16,3,8,1,0,1,355,338,587,58,608,4903
6020,70,3,0,0,0,0,0,4,0,2,9,0,5,23,17,2,12,5,7,1,0,1,355,235,945,94,608,16083
6021,43,9,7,0,10,19,3,8,2,6,5,0,0,0,0,0,11,4,6,1,1,0,355,36,211,32,0,5163
6022,116,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,4,0,2,1,0,1,38,71,1104,104,608,9416
6023,51,8,16,1,14,16,1,17,2,5,7,0,0,0,0,1,0,0,0,1,1,0,318,244,1355,110,1,8886
6024,39,9,7,1,9,20,2,12,2,5,5,0,0,0,0,0,11,2,8,1,1,0,353,244,1354,110,0,650
6026,54,3,0,0,0,0,0,3,1,6,7,0,0,14,13,5,7,3,5,0,0,1,232,36,429,48,608,133
6027,25,10,1,8,3,8,3,8,3,4,10,0,0,0,0,0,2,0,0,0,1,0,232,41,439,50,608,3015
6028,43,10,0,6,5,16,3,9,3,2,7,0,0,0,0,2,0,0,0,1,1,0,309,190,772,83,0,7137
6029,38,8,0,0,4,0,2,1,0,1,11,7,1,4,22,2,9,4,5,1,0,1,309,36,429,48,608,12706
6030,113,3,0,0,0,17,5,4,1,1,0,0,0,0,0,0,0,0,0,1,1,0,309,190,772,83,0,9196
6031,36,7,0,0,0,0,0,8,3,1,13,7,0,15,16,3,12,2,7,1,0,1,309,172,169,20,374,15126
6032,22,8,0,0,3,0,4,5,0,1,7,10,5,2,0,5,7,1,0,0,0,1,232,72,21,0,468,12582
6033,65,10,5,4,17,0,3,7,1,4,5,0,0,0,0,0,1,0,0,0,1,0,161,72,17,0,351,6294
6034,33,8,12,6,3,13,4,13,3,3,7,0,0,0,0,0,7,6,3,1,1,0,306,170,653,61,587,17498
6035,47,12,0,17,10,8,3,15,8,4,11,12,1,2,5,2,5,1,2,0,1,0,237,266,877,90,227,1464
6036,30,11,7,5,3,9,1,9,3,0,12,4,9,10,5,3,13,5,2,0,0,1,37,56,54,8,277,12555
6037,26,9,10,8,8,5,2,13,1,2,9,13,11,8,15,1,14,6,4,0,0,1,308,91,1183,109,28,15826
6038,28,9,5,14,2,9,1,12,6,0,10,4,4,5,13,1,8,3,5,0,0,1,308,101,1254,109,294,12681
6039,27,12,5,6,3,13,2,12,3,3,10,9,8,8,2,1,9,3,2,0,1,0,308,71,1119,104,335,15800
6040,45,10,0,12,8,8,3,9,4,3,9,0,6,8,7,3,7,2,3,0,1,0,308,228,1090,102,391,13668
6041,1,8,7,0,1,0,0,7,0,0,8,4,0,0,0,0,8,0,0,0,1,0,336,4,987,97,608,17964
6042,42,7,1,0,0,0,2,11,4,6,7,0,13,10,12,2,9,3,4,0,0,1,201,77,793,84,608,4866
6043,41,7,8,6,11,0,2,6,1,6,10,15,7,5,0,2,8,2,2,0,1,0,21,200,480,52,177,12729
6044,30,12,0,8,8,10,1,7,5,3,10,6,8,6,6,1,8,3,2,0,1,1,186,71,1119,104,335,3633
6045,27,8,12,9,14,7,1,16,3,6,10,7,12,3,11,2,11,5,3,0,1,0,186,71,1119,104,335,296
6046,47,10,0,3,12,12,2,8,2,5,9,5,0,6,14,2,9,3,3,0,1,0,113,71,1119,104,335,3547
6047,53,7,7,5,9,16,4,10,3,5,3,0,0,0,0,0,6,2,2,1,1,0,54,36,671,69,608,3511
6048,26,10,0,0,0,0,0,4,1,0,8,8,7,3,16,5,12,4,4,1,0,1,306,171,161,20,0,17315
6049,41,9,0,6,8,18,2,9,3,5,8,0,0,0,0,0,8,3,2,1,1,0,19,4,1432,127,87,646
6050,77,7,6,14,8,0,3,7,5,3,7,3,0,14,0,1,5,0,4,1,1,0,19,254,844,90,125,3851
6051,73,6,8,2,18,0,3,5,1,4,7,0,0,0,0,0,5,2,6,1,1,0,19,89,1172,109,608,3094
6052,75,4,0,0,10,15,2,8,1,4,6,0,0,0,0,0,5,4,1,1,1,0,19,254,842,90,125,6380
6054,43,8,4,0,8,13,3,3,1,5,3,0,0,0,0,0,13,9,5,1,1,0,19,90,1327,109,500,14386
6055,49,7,5,7,15,8,2,8,4,6,9,0,0,0,0,0,3,2,3,1,1,0,19,98,1300,109,382,11782
6056,71,4,0,0,13,17,3,5,2,6,4,0,0,0,0,0,7,4,2,1,1,0,19,126,1205,109,165,1514
6057,56,11,0,0,0,0,3,3,0,0,9,0,4,6,9,5,8,2,5,1,0,1,19,235,945,94,608,8457
6058,17,8,5,0,2,4,3,8,1,1,11,6,2,5,0,3,2,1,2,1,1,0,19,116,1172,109,608,14894
6059,150,0,0,0,0,0,0,0,0,0,2,0,0,13,12,8,4,1,3,1,0,1,37,352,605,58,374,10125
6060,81,3,0,0,16,18,4,10,1,6,3,0,0,0,0,0,10,3,4,1,1,0,19,171,161,20,0,7392
6061,96,0,0,0,0,0,0,0,0,0,4,0,9,11,15,7,11,3,4,1,0,1,102,254,837,90,608,7825
6062,17,11,3,15,1,15,4,12,7,3,7,0,0,0,0,0,10,2,2,1,1,0,19,254,837,90,608,17718
6063,63,4,6,0,12,20,2,8,2,6,8,0,0,0,0,0,1,0,0,1,1,0,113,315,696,72,0,3037
6064,78,8,0,0,0,0,0,1,0,0,5,0,0,10,28,3,10,5,8,1,0,1,19,235,970,94,574,431
6065,69,7,11,0,10,11,1,9,2,6,4,0,0,0,0,0,1,0,3,1,1,0,19,191,1017,101,571,2664
6066,7,10,5,8,0,11,3,12,5,3,10,0,0,0,0,0,7,1,0,1,1,0,19,173,64,10,608,13475
6067,48,6,0,0,0,0,0,4,0,4,5,0,7,23,19,3,17,6,9,1,0,1,19,153,311,38,20,961
6068,108,3,0,0,0,0,0,4,0,3,3,0,0,11,0,5,0,0,3,1,0,1,19,170,647,61,360,8900
6069,72,7,0,0,5,0,1,1,0,1,5,0,4,7,18,7,7,4,4,1,0,1,28,241,927,90,129,10920
6070,26,9,2,1,3,11,5,6,2,3,14,6,11,5,8,3,13,4,3,1,0,1,306,237,951,94,132,14227
6071,61,8,0,6,3,13,4,6,4,3,7,0,0,0,0,0,3,0,2,1,1,0,306,260,860,90,608,2348
6072,69,8,0,0,15,19,2,9,2,5,2,0,0,0,0,0,1,0,0,1,1,0,319,217,1061,102,180,8033
6073,55,8,2,4,0,0,4,3,1,0,10,6,14,7,0,2,6,5,2,1,0,0,319,237,976,94,606,6236
6074,44,8,0,0,0,0,0,3,2,3,8,0,5,10,14,4,10,4,6,1,0,1,102,199,498,52,459,1667
6075,20,8,2,8,2,14,1,9,3,3,11,14,6,2,17,3,17,2,2,1,0,1,19,151,365,38,473,12393
6076,46,10,0,3,12,15,3,12,3,6,9,4,0,14,12,3,14,3,4,1,1,1,19,191,1016,101,556,15884
6077,53,12,4,0,7,13,3,6,1,5,12,8,0,8,0,2,2,0,2,1,1,0,19,176,78,10,576,7056
6078,22,12,9,6,7,5,3,12,2,2,11,8,11,2,2,1,10,2,0,1,0,1,19,70,762,79,608,16833
6079,73,9,0,0,17,27,0,15,4,7,5,0,0,0,0,1,3,2,4,1,1,0,19,223,1070,102,354,7360
6080,3,10,5,9,0,4,2,11,4,0,9,4,2,0,0,0,7,1,0,1,1,0,24,70,762,79,608,17830
6081,23,12,6,2,7,1,5,9,1,2,8,5,2,8,5,2,7,1,1,1,1,0,186,1,723,73,608,537
6083,89,8,0,9,0,0,4,3,4,0,6,0,0,0,0,0,0,0,0,1,1,0,19,195,1391,116,608,5535
6084,143,0,0,0,0,17,5,4,2,2,0,0,0,0,0,0,0,0,0,1,1,0,19,76,674,70,608,10482
6085,120,0,0,0,0,0,0,0,0,0,7,0,0,32,0,6,7,0,6,1,0,1,19,162,333,38,137,9068
6086,42,10,0,0,0,0,3,9,3,3,10,8,0,9,17,2,13,1,4,1,0,1,19,213,1035,102,137,4718
6088,128,3,0,0,12,0,4,4,0,3,9,0,0,10,0,4,3,0,3,1,0,1,19,213,1035,102,137,9078
6089,71,6,0,0,12,0,6,5,0,3,6,0,0,0,0,4,2,0,0,1,1,0,19,152,339,38,180,9823
6090,64,10,7,0,6,5,0,2,1,3,10,0,0,19,12,2,11,1,6,1,0,1,19,170,642,61,297,5027
6092,119,3,0,0,0,32,8,10,2,5,3,0,0,0,0,0,0,0,0,1,1,0,19,202,460,52,84,6345
6093,127,8,4,0,0,19,3,4,1,3,2,0,0,0,0,0,0,0,0,1,1,0,19,71,1119,104,335,11991
6094,24,13,0,0,0,0,3,9,4,1,13,6,8,3,8,2,9,4,2,1,0,1,19,199,490,52,210,14018
6095,119,3,0,0,0,38,7,8,3,6,0,0,0,0,0,0,0,0,0,1,1,0,186,194,1132,106,137,9974
6097,101,4,7,0,12,0,7,4,0,3,5,0,0,5,0,4,2,0,2,1,1,0,186,70,156,18,608,3041
6098,55,12,0,0,18,0,3,4,0,4,9,0,0,0,0,3,2,0,0,1,1,0,19,199,458,52,608,197
6099,97,7,0,0,0,35,3,10,3,5,3,0,0,0,0,0,0,0,0,1,1,0,19,203,472,52,137,59
6100,123,4,0,0,0,0,7,2,0,0,0,0,0,0,0,6,0,0,0,1,1,0,19,199,488,52,210,8656
6101,47,9,6,0,10,8,2,8,1,4,7,0,0,0,0,2,8,4,2,1,1,0,19,111,1304,109,405,12881
6102,164,0,0,0,0,0,0,0,0,0,4,0,0,11,36,7,13,5,7,1,0,1,19,170,642,61,297,9258
6103,17,8,5,16,0,6,2,9,3,1,7,3,8,1,7,1,9,5,0,1,1,0,19,0,814,86,608,13280
6104,137,2,0,0,0,31,8,4,6,6,0,0,0,0,0,0,0,0,0,1,1,0,19,170,279,33,555,10571
6105,42,9,1,0,0,0,4,7,2,1,10,2,0,15,15,5,7,1,5,1,0,1,19,151,348,38,280,16399
6106,77,6,0,0,10,0,4,1,0,2,1,0,0,14,0,3,0,0,3,1,1,0,19,100,1260,109,305,5867
6107,66,6,6,3,13,0,6,7,0,4,9,0,8,12,0,3,6,4,3,1,1,1,19,320,701,72,137,2069
6108,79,5,0,0,0,0,5,1,0,0,7,0,0,0,0,6,4,0,0,1,0,0,19,42,1428,126,608,9660
6109,66,2,0,0,0,0,0,0,0,0,10,6,3,3,17,5,7,3,4,1,0,1,19,315,695,72,608,14856
6110,43,8,0,7,12,14,6,14,4,4,10,0,0,0,0,0,8,1,2,1,1,0,19,213,1035,102,137,15456
6112,58,8,0,0,14,0,3,5,2,4,9,4,0,8,0,3,6,0,2,1,0,1,186,152,354,38,330,1771
6113,65,8,6,0,10,20,3,11,1,4,5,0,0,0,0,0,0,0,0,1,1,0,186,204,459,52,47,1735
6114,75,9,8,0,11,10,3,8,1,5,9,0,0,0,0,0,1,0,1,1,1,0,186,152,354,38,330,3979
6115,80,5,0,0,0,0,5,0,0,0,6,0,0,0,0,4,1,0,0,1,0,1,186,203,494,52,211,9870
6116,61,10,0,5,16,0,2,5,2,6,9,0,0,7,0,3,2,0,2,1,1,0,186,10,212,33,608,5887
6117,62,5,0,0,0,0,0,1,0,3,6,0,10,8,0,3,3,3,3,1,0,1,186,82,114,17,18,6724
6118,154,5,0,4,0,0,5,2,1,0,2,0,0,0,0,5,1,0,0,1,1,1,186,4,1442,127,432,11511
6119,120,2,0,0,0,0,0,0,0,0,2,0,0,14,0,6,3,0,3,1,0,1,186,80,130,17,175,11532
6120,188,1,0,0,0,0,0,0,0,0,7,0,20,14,0,2,7,7,2,1,0,1,19,81,108,17,608,1053
6122,28,10,0,0,0,0,0,8,2,2,10,8,7,4,12,4,11,3,3,1,0,1,19,0,1403,120,608,14133
6123,26,11,0,0,0,0,0,9,3,2,11,11,14,3,8,1,14,4,3,1,0,1,19,0,669,68,608,12823
6124,40,12,0,0,0,0,1,12,1,4,11,7,0,10,12,2,10,2,6,1,0,1,19,116,1202,109,155,3789
6125,65,9,0,11,0,0,2,5,4,0,8,7,0,10,12,2,6,1,5,1,0,0,19,0,430,49,608,3573
6127,44,8,0,0,0,0,0,7,2,3,7,7,13,0,13,1,5,5,3,1,0,1,19,42,455,50,583,5441
6128,63,4,0,0,14,0,4,3,0,2,5,8,0,12,0,2,5,0,3,1,1,0,355,71,1104,104,608,5553
6129,89,6,0,9,0,0,8,3,2,0,0,0,0,0,0,1,0,0,0,1,1,0,19,10,212,33,608,12064
6130,51,10,0,0,4,10,2,7,2,1,10,3,10,18,15,2,17,6,6,1,0,0,232,235,946,94,0,15986
6132,55,6,6,0,14,0,0,8,0,4,8,0,3,18,13,1,6,3,8,0,0,0,232,170,642,61,297,6255
6133,47,7,6,14,12,0,2,11,5,3,7,0,0,0,0,0,8,3,7,0,1,0,232,241,928,90,320,14634
6134,37,11,7,3,16,0,2,12,0,3,9,6,4,10,13,1,9,4,6,0,0,0,232,89,1172,109,608,15679
6135,65,9,0,0,14,16,4,9,2,5,6,0,0,0,0,0,4,0,3,0,1,0,232,241,836,90,608,3530
6136,98,2,0,4,0,0,5,0,1,0,3,0,6,0,0,6,2,2,0,0,0,1,19,82,114,17,18,8960
6137,125,0,7,0,9,34,7,14,3,8,0,0,0,0,0,0,0,0,0,1,1,0,230,60,188,29,608,100
6138,62,10,0,0,10,16,3,6,2,5,6,0,5,15,10,4,9,3,5,1,0,1,230,153,311,38,20,16570
6139,53,8,6,9,11,0,2,10,1,3,10,6,2,13,0,0,8,0,6,0,1,0,28,0,436,49,489,2359
6140,40,6,11,0,9,0,1,7,0,3,8,0,17,15,0,3,13,5,4,0,0,1,207,235,945,94,608,16176
6141,41,10,4,13,7,0,5,9,2,2,14,2,6,5,0,0,5,1,1,1,0,0,28,94,1201,109,141,3519
6142,62,4,0,0,0,0,0,3,2,0,6,4,0,11,8,4,5,1,3,1,0,1,19,0,1409,121,608,1592
6143,58,3,0,7,5,0,3,1,1,2,6,0,8,9,19,3,9,5,6,1,0,1,19,89,1172,109,608,2420
6144,36,7,0,2,1,0,4,3,0,0,13,2,0,4,12,1,6,1,2,1,0,1,293,89,1172,109,608,5126
6145,53,13,4,0,15,13,2,11,3,7,9,6,0,10,9,2,9,1,4,1,1,0,306,151,355,38,374,735
6146,39,7,6,9,14,19,2,12,4,6,8,0,3,0,3,2,12,8,5,1,1,0,216,71,1104,104,608,12229
6147,3,12,5,5,0,5,1,9,2,1,10,5,5,0,2,1,9,1,1,1,1,0,216,241,836,90,608,17878
6148,43,7,0,14,18,17,2,15,6,10,11,0,0,9,10,3,9,1,5,1,1,0,216,235,946,94,0,15210
6149,64,4,0,1,0,1,2,4,4,3,10,0,0,14,25,3,10,3,7,1,0,1,216,36,674,70,608,6590
6150,36,11,7,4,8,8,1,12,2,4,11,6,0,11,13,2,11,2,6,1,1,1,216,0,669,68,608,15192
6151,54,6,6,0,12,22,2,10,3,6,5,0,9,21,11,1,14,3,8,1,0,1,216,36,429,48,608,14044
6152,52,9,0,6,4,0,2,2,1,2,4,0,8,22,0,2,8,2,7,1,0,1,216,242,922,90,131,3679
6153,23,10,9,6,4,17,3,11,4,4,11,0,0,0,0,0,5,2,0,1,1,0,216,36,280,34,608,13134
6154,48,8,0,0,5,0,2,1,0,1,9,0,5,11,18,3,12,4,6,1,0,1,249,153,311,38,20,15810
6155,52,8,0,10,5,14,1,8,7,3,8,7,0,17,11,3,10,2,6,1,0,1,195,37,756,78,608,5992
6156,36,10,3,9,4,10,2,10,5,3,11,0,12,5,7,1,9,5,3,1,1,1,195,151,348,38,280,2764
6157,49,7,0,20,14,0,3,9,7,3,9,4,0,15,0,2,7,0,4,1,1,0,195,151,348,38,280,3536
6158,18,12,0,0,0,0,0,12,3,3,10,2,5,8,12,2,9,4,5,1,0,1,195,315,696,72,0,17534
6159,43,8,0,17,11,13,1,12,8,4,7,16,4,6,13,0,12,3,4,1,0,0,195,254,854,90,383,12639
6160,31,7,5,9,3,9,1,7,4,2,11,6,10,5,14,5,12,5,5,1,1,0,195,153,313,38,18,14691
6161,60,6,0,0,0,0,0,2,0,1,7,6,8,10,12,2,10,4,4,1,0,1,195,161,353,38,322,6834
6162,116,1,0,0,0,0,0,0,0,0,2,8,0,14,17,4,9,2,4,1,0,1,195,151,308,38,0,8200
6163,11,10,8,5,1,5,0,7,2,1,8,0,0,0,0,2,6,3,0,1,1,0,195,241,928,90,320,17019
6164,53,9,6,0,13,13,1,9,1,6,7,0,0,0,0,2,2,1,0,1,1,0,195,241,928,90,320,48
6165,52,5,0,0,0,0,0,1,3,0,11,2,7,16,16,1,13,4,6,1,0,1,195,151,308,38,0,7
6166,38,7,0,0,0,0,3,3,2,2,5,5,7,8,22,2,11,6,6,1,0,1,195,244,1354,110,0,15734
6167,53,10,0,6,5,0,0,3,1,1,9,0,18,21,0,5,12,6,6,1,0,0,195,249,1375,110,557,3933
6168,61,5,7,0,13,0,3,4,0,3,8,0,7,13,0,0,1,1,3,1,1,0,195,153,320,38,18,7766
6169,123,4,6,0,0,19,7,4,2,4,2,0,0,0,0,0,0,0,0,1,1,0,195,254,854,90,383,8853
6170,74,3,0,0,0,0,0,3,0,3,8,0,0,14,18,6,8,3,6,1,0,1,195,1,730,73,348,11076
6171,31,10,5,12,16,0,4,12,5,3,11,0,1,0,0,2,8,2,1,1,1,0,195,261,1156,108,12,11877
6172,64,3,0,0,0,0,0,1,2,0,8,0,9,11,14,3,7,3,6,1,0,1,195,153,309,38,18,7131
6173,68,5,0,0,0,0,5,0,0,0,9,6,0,8,0,4,3,0,1,1,0,1,195,151,359,38,430,16483
6174,33,11,5,0,8,14,1,8,2,5,7,0,0,0,0,1,11,1,6,1,1,0,195,261,892,90,431,1213
6175,147,4,3,0,9,23,5,7,2,5,2,0,0,0,0,0,1,0,0,1,1,0,195,39,754,76,608,6388
6176,60,9,0,7,0,11,0,5,4,1,5,12,6,14,14,1,17,4,5,1,0,1,195,151,308,38,0,4854
6177,23,11,7,8,8,8,1,9,3,2,11,8,11,1,7,1,8,4,1,1,1,0,195,151,385,38,567,16743
6178,25,11,3,5,3,13,4,8,2,3,7,3,0,1,13,3,7,2,1,1,1,0,195,65,199,29,431,17106
6179,47,7,8,15,7,0,1,6,3,3,6,0,6,21,0,4,5,1,6,1,1,0,199,271,1157,108,49,8766
6181,34,9,0,1,0,0,1,10,5,5,8,8,5,6,13,3,13,3,4,1,0,1,195,315,696,72,0,13614
6182,79,3,0,12,14,16,1,10,6,7,6,0,0,0,0,1,6,0,6,1,1,0,195,153,320,38,18,8011
6183,46,6,0,0,0,0,0,2,1,1,11,3,0,15,11,3,8,2,5,1,0,1,195,151,367,38,529,16178
6184,45,9,4,9,20,15,3,12,6,6,9,0,1,1,1,0,6,4,2,1,1,0,195,151,348,38,280,12120
6185,37,9,0,12,12,0,2,9,4,2,8,0,0,0,0,4,2,0,0,1,1,0,195,36,429,48,608,1730
6186,33,9,9,8,3,8,1,10,2,3,9,8,10,14,0,2,12,4,3,1,1,0,195,151,348,38,280,15174
6187,80,0,0,9,0,5,3,10,4,4,12,0,9,11,18,3,11,6,5,1,0,1,195,0,1409,121,608,6481
6188,49,7,0,17,13,15,2,16,9,5,5,0,0,0,0,2,4,0,3,1,1,0,355,180,569,55,608,15179
6189,36,12,0,0,0,0,0,9,1,3,11,0,13,7,8,2,10,4,4,1,0,1,355,70,737,74,199,16272
6190,41,11,5,0,13,16,2,13,3,5,10,7,0,5,7,4,9,0,3,1,1,0,19,211,1100,102,531,669
6191,35,8,7,4,10,11,0,10,2,4,7,0,0,0,0,1,11,1,3,1,1,0,19,151,367,38,529,2796
6192,76,3,0,0,0,0,3,0,0,0,6,0,0,0,22,7,4,4,4,1,0,1,19,151,348,38,280,8081
6193,7,8,11,5,1,4,1,8,2,0,8,8,5,1,0,2,9,1,0,1,1,0,19,71,1119,104,335,12462
6194,119,5,0,0,0,35,7,10,3,6,3,0,0,0,0,0,0,0,0,1,1,0,19,211,1100,102,531,2955
6195,95,2,0,0,0,10,5,2,0,2,4,0,0,0,0,0,0,0,0,1,1,0,19,190,771,83,608,7533
6196,77,4,0,0,13,18,3,6,2,5,3,0,0,0,0,0,0,0,0,1,1,0,102,209,1102,102,578,11861
6197,143,0,0,5,0,18,8,2,2,2,0,0,0,0,0,0,0,0,0,1,1,0,102,152,339,38,180,11966
6198,49,9,0,11,5,15,2,10,5,3,7,5,5,12,9,2,10,2,5,1,1,0,19,5,584,57,538,3669
6199,45,6,14,0,0,9,0,5,1,2,10,6,7,4,16,2,8,3,3,1,0,0,186,85,108,17,608,2158
6200,15,10,11,13,1,0,4,11,3,0,8,0,0,0,0,3,6,0,0,1,1,0,37,90,1327,109,500,12595
6201,95,6,0,6,14,15,2,7,3,5,3,0,0,0,0,2,1,0,0,1,1,0,31,199,294,36,246,2857
6202,60,5,0,0,0,0,5,2,0,0,8,11,0,0,12,3,7,1,1,1,0,1,31,180,569,55,608,1697
6203,25,12,3,5,3,9,4,8,4,2,11,2,9,7,6,2,10,3,1,1,0,0,31,191,765,82,608,16740
6204,116,0,0,0,0,0,5,0,0,0,0,2,0,13,0,5,1,0,2,1,0,1,31,0,1409,121,608,12082
6206,27,10,3,5,2,16,5,9,3,4,8,1,2,0,0,3,3,1,0,1,1,0,31,170,833,88,608,17576
6207,69,8,3,0,11,14,0,7,2,7,9,0,0,0,0,4,0,0,0,1,1,0,232,151,359,38,430,6661
6209,83,3,6,0,13,21,3,10,2,6,3,0,0,0,0,0,0,0,0,1,1,0,28,240,175,22,0,3048
6210,55,7,3,3,14,0,1,3,0,3,10,0,9,10,0,4,8,4,2,1,1,0,207,70,741,74,261,4343
6211,61,7,4,8,11,24,3,15,5,7,4,0,0,0,0,3,0,0,0,1,1,0,28,72,18,0,351,2894
6212,53,9,2,2,3,12,3,4,2,4,6,0,0,10,0,5,3,0,2,1,1,0,355,36,429,48,608,1038
6214,32,8,0,0,0,0,0,8,3,5,8,0,7,2,11,1,8,3,3,1,0,1,19,171,161,20,0,12145
6215,64,3,0,0,0,0,0,0,0,0,7,6,0,14,17,4,10,1,5,1,0,1,28,171,161,20,0,5649
6216,23,8,7,5,3,7,1,5,2,3,10,0,1,1,8,3,4,3,0,1,1,0,19,194,1128,106,608,13413
6218,69,4,7,0,9,0,5,1,0,3,5,0,0,0,0,0,10,0,3,1,1,0,19,194,1128,106,608,993
6219,26,9,6,8,4,11,2,12,3,2,13,7,0,4,6,3,8,1,3,1,0,1,19,116,1267,109,350,14188
6220,89,4,0,0,0,19,3,3,2,3,4,0,0,0,0,0,0,0,0,1,1,0,19,200,483,52,177,4175
6221,35,8,6,0,5,14,2,7,1,3,6,0,0,0,0,2,5,0,1,1,1,0,19,211,1100,102,531,13707
6222,75,1,0,5,13,16,4,8,6,7,6,0,0,0,0,0,8,3,5,1,1,0,19,98,1300,109,382,9594
6223,71,8,0,5,9,0,3,1,1,3,3,0,12,0,0,4,1,4,0,1,1,0,31,193,830,87,247,8316
6224,104,6,0,0,10,0,3,1,0,2,5,0,0,5,0,6,1,0,2,1,0,1,293,71,1113,104,242,9752
6225,56,10,0,0,9,0,3,0,0,3,9,0,0,16,0,1,4,0,5,1,0,1,108,153,311,38,20,1617
6226,39,8,8,6,16,13,2,10,2,6,9,0,0,1,12,1,5,0,2,1,1,0,108,143,1273,109,359,11678
6227,72,7,0,13,14,17,2,15,7,8,9,5,0,6,8,2,9,1,4,1,1,1,108,151,349,38,289,343
6228,136,0,0,0,0,0,0,0,0,0,0,0,11,0,15,5,7,4,2,1,0,1,108,206,512,52,565,10237
6229,65,7,0,3,19,0,2,6,0,4,8,0,0,0,0,0,6,3,5,1,1,0,108,153,310,38,19,11982
6230,150,0,0,0,0,0,0,0,0,0,2,0,0,25,0,7,6,0,4,1,0,1,108,207,522,52,565,10433
6231,90,1,0,0,0,0,0,0,0,0,7,8,0,10,0,7,5,0,2,0,0,1,179,0,533,53,608,11306
6232,14,10,5,5,2,4,1,9,2,0,13,8,2,2,5,2,6,1,0,1,0,1,293,0,1403,120,608,17747
6233,93,5,0,2,13,0,5,2,0,3,3,0,0,0,0,2,0,0,0,1,1,0,293,0,1103,103,608,1853
6234,23,12,9,17,4,0,4,12,5,2,6,3,0,3,7,1,5,1,2,0,1,0,310,235,961,94,324,16819
6235,7,10,10,9,3,1,3,10,3,1,10,10,5,2,1,1,9,1,0,1,1,0,195,195,294,36,246,13482
6236,32,7,0,7,0,0,2,4,3,0,9,5,5,14,14,4,11,3,6,1,0,1,293,6,1444,127,446,1652
6237,12,8,8,5,2,4,2,7,1,1,12,6,8,0,7,2,10,5,1,1,0,1,253,6,1444,127,446,17689
6238,57,7,5,14,11,0,5,8,6,4,7,0,0,0,0,0,0,0,0,1,1,0,293,303,27,1,608,8374
6239,42,8,0,0,0,1,3,6,4,4,12,0,0,6,14,6,7,2,4,0,0,1,45,80,111,17,14,14726
6240,70,4,7,9,6,0,2,6,1,2,3,7,11,7,0,5,4,4,3,0,0,1,45,237,976,94,606,2374
6241,65,5,5,12,7,11,1,10,3,2,6,0,13,12,12,1,12,5,5,1,1,0,108,152,339,38,180,2338
6242,62,5,0,0,0,1,1,2,2,3,6,0,0,5,20,1,3,2,4,1,0,1,108,90,1332,109,501,6042
6243,44,9,0,0,0,0,0,13,3,6,11,0,1,7,7,0,6,0,4,1,0,1,26,128,1207,109,165,15212
6244,35,7,0,1,14,14,2,12,3,6,10,0,0,4,13,1,9,1,3,1,1,0,371,101,1301,109,387,13950
6245,92,3,0,0,0,0,1,0,0,0,5,0,0,9,20,7,7,2,6,1,0,1,37,261,1156,108,12,2688
6246,54,7,0,4,9,0,1,2,1,4,8,7,0,20,0,5,10,1,3,1,0,1,14,270,1155,108,608,8393
6247,54,6,1,0,0,1,0,5,1,2,12,0,19,10,6,3,8,8,5,1,0,1,14,266,906,90,557,16211
6248,60,8,0,0,0,0,0,14,7,6,6,8,5,16,7,3,9,4,6,1,0,1,104,107,1229,109,205,6176
6249,65,8,0,6,12,14,7,12,4,5,7,0,2,7,17,3,10,2,3,1,1,0,108,280,884,90,346,16599
