game_id,turns,w_ctrld_pawn,w_ctrld_knight,w_ctrld_bishop,w_ctrld_rook,w_ctrld_queen,w_ctrld_king,w_preassure_points,w_ctrld_diagonals,w_ctrld_lines,b_ctrld_pawn,b_ctrld_knight,b_ctrld_bishop,b_ctrld_rook,b_ctrld_queen,b_ctrld_king,b_preassure_points,b_ctrld_diagonals,b_ctrld_lines,rated_cod,winner_cod,current_turn_cod,time_increment_cod,opening_code_cod,opening_fullname_cod,opening_shortname_cod,opening_variation_cod,moves_fen_cod
1,13,10,5,10,3,7,1,11,4,3,9,5,5,0,10,4,8,4,1,0,1,0,110,244,1363,110,180,17687
2,16,9,2,1,0,0,3,7,2,0,8,10,9,1,4,3,9,3,0,1,0,1,293,70,739,74,261,13299
3,61,12,3,7,9,14,3,10,4,6,2,0,0,0,0,0,0,0,0,1,1,0,293,170,642,61,297,8868
4,61,9,5,8,17,11,2,14,2,4,7,0,0,0,0,0,1,0,1,1,1,0,186,237,976,94,606,7904
5,95,4,0,0,9,18,6,5,1,4,2,0,0,0,0,0,0,0,0,1,1,0,243,190,771,83,608,6339
7,33,7,6,9,14,15,2,14,6,6,7,5,0,5,17,0,5,1,4,1,1,0,19,235,88,11,416,3464
8,9,13,5,12,0,10,2,10,5,1,10,6,4,1,4,1,9,2,0,0,0,0,114,70,741,74,261,13570
9,66,10,0,0,0,0,1,4,2,2,7,3,0,16,17,2,10,3,8,1,0,1,102,199,499,52,472,4810
10,119,1,0,0,0,17,6,5,0,2,1,0,0,0,0,0,0,0,0,1,1,0,19,71,1119,104,335,9195
11,39,10,5,5,16,6,2,9,2,7,11,0,0,0,0,0,4,2,1,0,1,0,201,0,1409,121,608,16895
12,38,7,1,0,1,0,4,6,0,4,9,0,11,4,0,4,5,3,1,0,0,1,201,153,320,38,18,14908
13,60,5,7,0,11,15,2,15,4,5,10,7,2,12,14,3,10,3,7,0,0,1,305,151,348,38,280,15983
14,31,9,9,7,3,7,6,9,4,1,9,7,12,4,7,4,13,6,3,0,0,0,355,151,308,38,0,14167
15,31,12,6,5,8,10,1,9,2,4,11,0,0,0,0,0,8,2,4,0,1,0,108,199,294,36,246,14088
16,43,6,2,0,0,3,1,6,2,2,10,3,8,3,9,2,3,5,4,0,0,0,108,206,514,52,565,13826
17,52,11,0,9,0,0,1,5,4,0,11,0,0,5,18,3,7,2,4,0,0,1,108,199,294,36,246,3518
18,66,7,0,0,0,0,0,3,2,1,9,4,0,13,10,1,8,1,5,0,0,1,109,199,294,36,246,7232
19,101,5,0,0,0,0,3,0,0,0,3,0,0,0,19,4,1,2,3,0,0,0,108,190,773,83,1,6663
20,25,13,8,4,1,8,1,6,2,1,11,7,15,3,4,3,8,4,2,0,1,0,43,235,945,94,608,11483
21,14,11,12,11,3,3,1,10,3,0,11,11,8,4,4,3,10,4,1,0,0,1,108,204,459,52,47,13389
22,3,10,7,5,1,2,1,8,1,1,10,5,5,0,4,1,8,2,0,0,1,0,251,36,429,48,608,17910
23,17,12,5,12,3,8,1,11,5,2,11,9,1,2,5,3,10,1,1,0,1,0,117,89,1186,109,99,17715
24,36,11,0,13,3,9,1,7,6,0,8,8,0,7,5,1,6,0,3,1,1,1,19,24,254,33,272,2299
25,13,10,11,14,4,10,4,17,5,3,10,11,5,3,4,1,9,2,0,1,0,0,19,90,1327,109,500,13430
26,69,11,0,0,12,15,3,7,0,4,6,0,0,0,0,0,4,0,2,1,1,0,21,236,951,94,132,4844
27,43,10,0,0,17,0,2,3,0,5,6,0,5,7,0,7,6,1,1,1,1,0,21,194,1136,106,230,16607
28,54,8,0,0,0,0,0,4,1,0,10,8,9,11,18,3,15,5,6,1,0,1,21,236,951,94,132,647
29,53,8,7,9,5,0,2,4,3,1,4,0,0,0,17,0,2,1,2,1,0,0,21,244,1353,110,608,18009
30,66,6,0,0,0,0,0,2,1,2,5,0,0,8,20,5,6,3,7,1,0,1,21,241,928,90,320,5583
31,64,2,3,0,0,0,8,0,0,0,4,6,8,5,0,1,4,1,1,1,0,1,21,90,1327,109,500,6107
32,64,7,0,0,0,0,0,2,1,4,9,6,0,5,10,2,3,1,3,1,0,1,21,118,1189,109,115,6053
33,54,7,0,12,21,0,2,10,3,6,8,0,0,6,0,2,4,2,1,1,1,1,21,95,1172,109,608,4366
34,21,7,7,8,1,10,1,11,4,1,11,8,8,0,18,3,10,5,3,0,0,0,113,254,841,90,125,1429
35,11,12,9,10,2,5,4,12,4,1,12,9,7,2,4,3,9,2,1,0,1,0,150,89,1186,109,99,17712
36,19,10,10,12,2,0,3,10,4,1,9,7,12,1,4,1,11,3,1,1,0,0,19,76,994,99,608,16753
37,28,7,7,5,8,14,2,7,3,5,9,0,0,3,3,2,8,0,2,1,1,1,19,235,90,11,548,13843
38,22,12,11,8,2,0,3,11,2,0,12,8,8,2,5,2,7,2,0,0,0,1,102,41,439,50,608,17638
39,37,10,12,11,15,0,0,10,4,4,7,0,0,0,0,1,6,4,4,0,1,0,102,133,1217,109,165,2431
40,34,12,0,0,12,0,4,4,0,3,10,0,0,10,0,2,2,0,4,0,1,1,244,20,255,33,272,7014
42,71,3,0,0,12,0,1,3,0,3,6,0,0,5,36,2,9,2,6,0,0,0,306,92,1197,109,141,5944
43,30,11,6,8,9,0,2,8,3,3,9,3,0,4,0,4,4,0,1,0,1,1,232,90,1327,109,500,12775
44,66,10,0,0,0,0,7,0,0,0,6,0,0,0,0,4,1,0,0,0,1,1,280,132,1218,109,165,5551
45,41,6,6,17,7,0,3,8,5,3,11,6,7,2,0,5,6,2,1,0,1,0,186,90,1327,109,500,4480
46,49,10,7,0,10,17,0,8,4,6,7,0,0,0,0,3,4,3,6,0,1,0,102,89,1186,109,99,5071
47,3,10,5,5,0,4,1,9,2,0,8,5,5,0,3,1,9,1,1,0,0,0,102,71,1104,104,608,17876
48,7,10,6,9,2,1,3,9,3,1,10,9,0,1,3,0,7,1,0,0,1,0,19,89,1186,109,99,17759
49,35,11,6,0,8,24,1,11,3,7,6,0,0,0,0,0,12,2,5,0,1,0,280,133,1217,109,165,2296
50,41,10,6,6,16,0,2,6,2,3,5,0,0,0,0,0,3,2,2,0,1,0,280,71,1119,104,335,14753
51,5,12,8,10,1,6,2,11,3,1,10,5,5,0,13,2,9,3,3,0,0,0,19,151,355,38,374,17440
52,7,10,11,10,1,6,2,11,3,1,10,6,10,0,8,1,10,3,1,0,1,0,19,171,634,61,80,17904
53,53,12,13,2,8,17,5,14,4,6,6,0,0,0,0,0,5,1,1,0,1,0,19,60,188,29,608,5392
54,36,7,0,0,0,0,2,4,0,0,6,9,6,8,9,4,10,3,2,0,0,1,19,19,244,33,272,16931
55,8,12,11,10,1,6,2,11,3,1,8,9,1,1,5,2,8,1,0,1,1,1,128,4,1445,127,457,13127
56,3,10,8,5,1,4,1,10,2,0,10,4,0,0,3,0,7,1,0,1,1,0,312,92,1197,109,141,17845
57,28,9,7,5,3,0,2,8,1,0,9,3,6,6,0,2,7,2,2,1,1,1,19,176,1415,122,331,17081
58,30,8,5,9,14,0,2,10,3,4,10,3,5,6,19,4,11,3,5,1,0,1,19,190,782,83,291,17468
59,44,7,0,0,0,0,1,14,5,4,10,7,2,5,8,2,7,2,4,1,0,1,19,193,1128,106,608,12818
60,29,8,13,10,3,0,4,12,3,1,9,0,0,0,0,2,9,0,2,1,1,0,19,190,784,83,308,14876
61,37,9,0,0,15,0,2,7,0,3,7,7,0,7,17,2,12,3,5,1,0,0,357,151,348,38,280,16024
62,49,8,14,5,16,0,6,12,1,5,7,6,8,9,0,1,7,3,1,1,1,0,359,36,674,70,608,16357
63,32,10,9,14,4,13,5,14,7,4,12,11,1,4,4,1,7,0,2,1,0,1,359,36,429,48,608,17486
64,25,10,5,7,4,12,3,10,5,3,10,2,0,2,13,4,9,2,2,1,1,0,359,307,95,12,0,17487
65,40,10,0,0,0,0,0,9,1,3,9,6,6,12,5,2,10,2,6,1,0,1,293,151,308,38,0,2110
66,39,4,8,16,4,18,1,14,7,6,8,0,0,0,2,1,5,2,2,1,1,0,340,4,1435,127,278,17595
67,57,8,0,4,14,0,3,9,1,4,9,8,0,14,0,3,8,0,3,1,1,0,104,41,439,50,608,18019
68,78,6,0,0,0,0,7,0,0,0,10,0,0,7,0,4,3,0,2,1,0,1,305,151,359,38,430,11017
69,61,9,6,0,0,19,2,6,1,2,7,0,0,0,0,1,2,4,2,1,1,0,117,235,961,94,324,489
70,44,6,10,0,3,10,0,6,1,3,7,7,15,10,13,4,16,7,4,1,0,1,199,235,961,94,324,12678
71,62,12,0,0,0,0,0,1,0,0,4,0,7,17,0,3,5,2,4,1,0,1,199,37,944,93,608,5509
72,87,8,0,0,22,0,4,4,0,5,4,0,0,0,0,0,3,0,5,1,1,0,199,41,439,50,608,16596
73,54,6,0,0,0,0,0,4,1,5,7,0,7,13,16,7,17,4,5,1,0,1,199,153,322,38,17,16393
74,54,9,0,0,0,1,0,9,2,5,9,0,0,10,11,2,6,0,5,1,0,1,117,235,961,94,324,7107
75,37,10,6,6,2,0,2,3,1,0,12,0,9,0,0,4,3,3,0,1,1,0,117,152,339,38,180,4572
76,50,7,0,5,5,13,1,4,2,3,9,0,0,13,10,6,10,2,4,1,1,1,117,36,429,48,608,8684
77,131,0,0,0,0,15,5,0,2,3,3,0,0,14,0,5,4,0,3,1,1,0,232,237,960,94,307,10510
78,48,7,13,12,14,0,2,14,3,3,9,10,10,5,0,2,5,3,1,1,1,1,232,151,330,38,132,11498
79,47,11,0,9,13,7,3,13,3,4,8,14,4,7,10,2,8,3,6,1,0,0,117,237,960,94,307,2578
80,64,8,0,0,0,0,0,0,0,0,7,0,0,22,0,3,3,0,4,1,0,1,117,151,349,38,289,6961
81,61,9,0,0,21,13,2,9,1,4,6,5,0,0,11,3,3,2,3,1,1,0,117,235,961,94,324,11893
82,57,9,8,5,14,0,2,9,2,4,12,0,0,0,0,0,5,0,5,1,1,0,117,237,960,94,307,2350
83,51,8,8,0,16,0,2,5,0,5,6,0,0,23,0,1,7,0,5,1,1,0,117,10,234,33,42,1609
84,58,7,0,0,0,0,0,7,0,5,11,8,3,9,12,2,9,2,3,1,0,1,117,0,177,23,608,6460
85,71,8,6,0,11,0,2,3,0,4,6,0,0,0,0,5,0,0,0,1,1,0,117,235,961,94,324,5589
86,114,6,0,0,8,0,5,3,0,2,1,0,0,0,0,3,0,0,0,1,1,1,117,36,944,93,608,9435
87,39,6,0,16,3,14,1,9,7,4,7,8,7,8,0,2,7,2,2,1,1,0,117,169,388,38,595,15838
88,20,13,7,13,6,0,5,9,5,2,12,8,0,4,9,2,7,2,2,1,0,1,117,237,960,94,307,14919
89,48,11,0,8,6,10,4,8,3,3,9,6,2,12,10,2,12,1,4,1,0,1,232,235,961,94,324,2334
90,34,9,0,0,0,0,0,14,4,6,11,12,5,6,6,2,10,2,4,1,0,1,188,151,348,38,280,1970
91,51,13,6,0,14,10,3,10,0,8,5,0,0,0,0,2,4,1,3,1,1,0,188,237,960,94,307,2793
92,69,7,0,9,16,0,3,8,3,4,3,0,0,21,0,4,7,2,7,1,1,0,188,151,359,38,430,4490
93,28,11,2,3,2,0,5,5,1,1,12,5,1,5,0,6,6,0,1,1,1,1,188,235,962,94,530,15265
94,62,8,0,0,0,1,1,5,0,4,9,6,11,7,11,1,8,4,3,1,0,1,188,237,960,94,307,7372
95,62,7,0,0,0,0,0,0,0,0,11,0,4,23,0,3,6,0,7,1,0,1,188,43,930,92,608,7031
96,85,2,0,0,22,0,5,2,0,5,4,0,0,0,0,0,3,0,4,1,1,0,188,36,429,48,608,4286
97,38,12,15,0,8,6,6,12,1,5,11,0,6,6,10,2,9,4,2,1,1,1,188,237,960,94,307,3581
98,14,12,5,10,2,5,4,10,4,1,11,11,15,3,4,4,12,6,1,0,1,1,284,199,491,52,210,14567
100,62,6,0,0,11,0,2,5,0,5,6,0,0,10,0,4,0,0,3,1,1,1,102,241,928,90,320,6641
101,101,6,0,7,11,0,5,4,2,3,4,0,9,0,0,4,2,3,0,1,1,0,19,161,353,38,322,8348
102,75,5,0,0,11,12,3,5,2,5,9,7,0,6,15,1,7,1,4,1,1,0,19,194,1128,106,608,3769
103,135,5,3,0,13,0,7,5,0,3,0,0,0,0,0,0,0,0,0,1,1,0,19,153,315,38,18,4269
104,81,3,0,3,14,0,5,6,1,3,10,0,6,8,0,5,2,2,1,1,1,0,19,190,771,83,608,16513
105,46,10,0,0,9,0,5,2,0,2,8,6,5,1,0,7,3,1,0,1,0,1,19,291,410,44,608,12987
106,70,4,0,0,0,0,0,5,2,9,9,0,8,18,9,2,11,5,6,1,0,1,19,151,348,38,280,10945
107,39,11,0,9,10,9,2,13,2,7,9,0,6,8,5,4,8,2,1,1,1,0,19,161,363,38,461,7908
108,91,7,0,0,13,18,6,8,2,5,4,0,0,0,0,5,5,2,2,1,1,0,19,260,907,90,563,3431
109,137,4,0,9,0,39,3,15,6,4,2,0,0,0,0,2,1,0,0,1,1,0,19,254,854,90,383,9451
110,46,10,0,0,17,8,2,7,0,7,12,3,0,15,14,3,10,2,9,1,0,1,19,153,320,38,18,2595
111,18,8,5,8,4,2,2,10,3,2,9,5,13,3,9,4,10,5,2,1,0,1,19,269,897,90,485,13353
112,28,9,7,1,3,0,3,4,0,1,7,7,0,13,13,3,11,3,5,1,0,1,19,254,854,90,383,1642
113,40,7,5,0,5,0,3,4,0,2,7,0,5,1,18,3,5,3,3,1,0,1,310,42,1428,126,608,3205
114,111,3,0,8,10,15,5,8,5,5,2,0,0,0,0,0,0,0,0,1,1,0,102,261,892,90,431,10196
115,54,6,0,0,0,0,0,10,3,8,10,0,7,12,11,2,10,3,5,1,0,1,19,213,1035,102,137,3786
116,33,12,3,4,12,5,6,11,3,3,9,0,1,2,9,2,3,2,1,1,1,0,19,237,976,94,606,13586
117,90,3,0,0,0,0,2,2,0,2,8,0,0,12,20,7,9,4,6,1,0,1,19,237,960,94,307,9233
118,90,4,0,0,0,1,0,5,3,3,11,0,0,9,18,4,6,2,4,1,0,1,19,213,1036,102,137,10962
119,40,8,0,0,0,0,0,8,1,3,8,0,8,5,17,3,9,7,4,1,0,1,19,174,74,10,420,16119
120,49,14,6,9,9,10,1,9,5,5,8,2,5,2,9,3,8,2,2,1,1,0,355,39,48,8,74,13655
121,50,7,7,3,12,9,1,9,2,4,12,0,12,16,10,2,13,5,7,1,0,1,19,8,580,57,205,5442
122,59,10,4,8,9,12,6,8,6,5,4,0,0,0,0,0,1,0,0,1,1,0,19,237,960,94,307,9152
123,26,7,2,1,0,0,3,8,5,1,5,2,6,4,14,5,9,5,3,1,0,1,108,70,746,74,336,15307
124,23,11,7,5,2,10,5,8,3,3,9,0,0,0,0,0,9,2,1,1,1,0,108,199,458,52,608,13147
125,118,0,0,0,0,0,0,0,0,0,3,0,0,13,20,5,7,2,6,1,0,1,108,73,1,0,0,5587
126,66,5,0,0,0,0,0,1,0,3,11,0,0,11,0,5,1,0,2,1,0,1,108,97,1286,109,368,11274
128,36,8,0,0,0,0,0,6,1,1,10,0,13,8,12,3,10,5,5,1,0,1,108,206,512,52,565,4023
129,26,12,0,0,0,0,0,10,7,2,14,8,5,5,10,4,8,1,3,1,0,1,108,204,459,52,47,14509
130,62,7,0,7,8,0,2,6,2,3,9,5,0,18,0,6,7,0,3,1,0,1,108,206,512,52,565,11405
131,37,9,8,6,9,0,4,8,3,3,7,0,0,0,0,3,9,0,2,1,1,0,108,72,13,0,317,16424
132,24,11,1,0,0,0,3,11,3,2,10,3,12,2,8,5,10,4,2,1,0,1,108,241,928,90,320,17316
133,47,6,8,8,13,0,2,8,1,4,7,6,9,0,0,1,4,2,0,0,1,0,240,204,459,52,47,1823
134,37,13,8,5,7,0,2,8,1,2,8,7,5,1,8,1,7,3,1,1,0,0,108,72,26,0,568,16746
135,24,10,7,12,5,0,2,9,5,2,10,8,4,2,17,5,14,4,3,1,0,1,108,83,131,17,180,16964
136,9,11,3,3,1,12,2,9,3,2,12,2,1,0,1,2,11,3,1,1,1,0,108,235,946,94,0,17690
137,47,7,7,0,14,0,3,4,0,4,9,0,0,0,0,0,7,5,0,1,1,0,108,122,1268,109,350,11974
138,85,6,0,0,14,0,2,2,0,3,1,0,0,0,0,0,4,4,3,1,1,0,108,19,244,33,272,11184
139,39,5,11,12,4,11,3,10,5,3,8,0,0,0,0,0,3,2,3,1,1,0,108,70,403,42,608,17098
140,58,8,0,0,0,0,0,1,0,2,3,0,8,17,0,2,1,1,5,1,0,1,108,315,695,72,608,6991
141,95,1,0,6,24,18,5,13,2,8,0,0,0,0,0,0,0,0,0,1,1,0,108,206,512,52,565,6319
142,2,10,5,5,0,4,1,9,2,0,8,7,0,1,0,0,7,0,0,1,0,1,108,72,0,0,608,17813
143,97,5,0,0,27,0,4,4,0,6,0,0,0,0,0,0,0,0,0,1,1,0,108,241,928,90,320,10261
145,30,12,0,4,3,11,1,7,2,3,9,8,8,1,6,5,7,2,1,1,1,1,108,199,294,36,246,13256
146,43,9,3,0,12,11,1,9,1,5,8,0,0,0,0,0,10,2,4,1,1,0,19,308,97,13,180,890
147,11,12,5,10,0,7,3,7,3,1,9,7,2,2,3,2,7,1,1,1,1,0,108,72,0,0,608,17711
148,72,3,0,0,0,0,0,6,0,4,2,7,0,16,0,1,3,0,4,1,0,1,108,72,20,0,465,7165
149,156,0,0,0,0,0,0,0,0,0,4,0,6,0,27,8,11,3,5,1,0,1,108,189,627,59,608,9053
150,18,7,10,9,3,0,1,9,3,1,9,8,12,2,7,2,8,3,1,1,0,1,207,260,860,90,608,13265
151,77,9,0,10,21,0,5,10,3,4,8,0,0,0,0,0,0,0,2,0,1,0,28,162,336,38,137,16675
152,32,9,9,2,8,0,3,11,1,1,6,9,7,6,10,1,9,5,1,1,0,1,232,72,25,0,568,14553
153,35,7,5,7,21,9,3,14,3,8,8,0,5,3,12,2,4,2,3,1,1,0,108,178,1422,122,575,12793
154,85,4,14,0,9,0,5,3,0,3,2,0,0,0,0,0,2,4,0,1,1,0,108,76,674,70,608,9710
155,50,6,0,5,0,0,2,3,1,0,8,0,9,13,0,3,5,4,4,1,0,1,108,71,1123,104,400,1766
156,111,3,0,18,0,0,4,4,5,0,2,0,0,0,0,7,0,0,0,1,1,0,21,42,1428,126,608,9255
157,65,6,0,8,5,15,4,10,4,5,6,6,0,5,12,1,6,1,3,1,1,0,344,98,1290,109,378,6086
158,73,9,8,7,0,0,6,6,2,0,8,0,1,0,0,4,1,0,0,1,1,0,102,51,44,8,608,11947
159,125,2,0,0,10,2,2,6,2,4,0,0,0,9,0,3,0,0,2,1,1,0,102,95,1235,109,239,12118
160,76,6,0,0,0,0,1,7,4,7,5,0,0,10,20,4,5,2,5,1,0,1,102,204,459,52,47,6103
161,65,10,0,0,9,0,3,1,0,2,6,0,0,14,0,4,3,0,4,1,1,0,19,214,1021,102,77,6873
162,41,8,0,5,12,10,2,6,2,5,10,0,0,0,0,0,9,6,3,1,1,0,19,143,1284,109,358,5703
163,59,9,7,0,22,0,3,7,0,6,7,0,7,10,0,2,5,3,3,1,1,0,19,151,348,38,280,2590
164,70,3,6,0,7,0,1,5,0,1,10,0,0,11,14,3,5,1,5,1,0,1,117,116,1202,109,155,7249
165,34,8,3,12,14,6,1,10,5,5,11,12,6,6,0,1,9,1,2,1,1,1,215,117,1190,109,116,14405
166,69,10,8,0,15,12,3,10,2,6,9,7,2,6,7,3,5,2,3,1,1,0,355,303,27,1,608,3213
167,63,6,7,0,10,0,3,3,0,4,3,0,0,0,0,3,5,2,2,1,1,0,21,219,1073,102,354,8297
168,107,5,0,0,0,0,3,1,0,0,2,0,0,0,0,5,0,0,0,1,1,0,21,116,1172,109,608,8430
169,58,9,14,6,20,0,3,13,1,5,5,6,5,14,0,2,6,2,3,1,1,1,232,36,944,93,608,3571
170,34,11,7,0,10,0,2,6,0,3,9,6,0,12,12,4,12,1,6,0,0,1,199,81,151,17,564,2709
171,100,2,0,0,8,0,3,1,0,3,8,0,0,11,0,6,4,0,3,1,0,1,102,91,1180,109,28,9666
172,80,9,0,0,0,0,4,2,0,0,6,0,0,11,0,6,3,0,3,1,0,1,306,107,1229,109,205,5891
173,44,10,0,0,0,0,2,9,3,2,10,4,6,7,16,1,10,6,6,1,0,1,102,151,348,38,280,3613
174,40,12,0,0,0,0,5,9,2,5,12,6,11,6,8,3,12,5,3,1,0,1,19,41,764,80,608,14396
175,105,1,0,9,0,0,4,0,2,0,4,0,9,0,0,5,2,4,0,1,1,0,19,116,1172,109,608,10019
176,50,4,0,5,3,13,4,9,4,3,6,0,4,14,10,1,8,2,5,1,0,1,102,99,1291,109,378,766
178,81,7,0,0,0,0,1,1,0,0,8,0,0,12,15,4,11,2,7,0,0,0,19,87,124,17,137,8171
179,69,5,4,0,0,0,6,0,0,0,6,7,4,0,0,4,3,2,0,1,0,0,102,210,1033,102,83,5215
180,77,6,0,0,15,11,2,1,1,8,7,0,0,0,0,0,5,2,4,1,1,0,353,143,1274,109,359,3012
181,158,0,0,0,0,0,0,2,1,2,4,0,0,0,19,5,2,1,2,1,0,1,320,307,95,12,0,6350
183,117,7,0,7,0,16,6,6,3,3,5,0,0,0,0,0,0,0,0,1,1,0,102,224,1069,102,355,10647
184,44,11,0,2,8,16,2,7,3,4,8,6,8,6,16,2,11,6,3,1,1,1,19,219,1073,102,354,16096
185,40,11,2,1,5,0,1,3,0,2,9,3,14,0,11,4,10,6,3,1,0,1,102,98,1300,109,382,2237
186,59,6,4,4,10,13,3,9,2,4,8,6,0,13,0,4,5,0,5,1,1,0,117,80,108,17,608,7187
187,110,5,0,0,0,0,1,2,2,3,4,8,0,10,10,3,9,1,3,0,0,1,19,241,928,90,320,9802
188,30,10,5,2,8,14,1,14,4,5,10,11,6,13,7,2,15,2,5,1,0,1,102,71,1119,104,335,2115
189,54,3,0,1,0,1,2,9,5,3,9,0,13,5,11,1,7,3,3,1,0,1,19,98,1300,109,382,5943
190,69,5,0,0,11,0,4,3,0,3,7,0,0,7,0,3,1,0,3,1,0,0,19,190,771,83,608,9050
191,178,0,0,0,0,0,0,0,0,0,0,0,0,13,0,5,0,0,3,1,0,1,128,91,1180,109,28,4671
192,136,0,0,0,0,0,4,0,0,0,5,0,0,0,14,5,3,2,2,1,0,1,102,89,1172,109,608,10185
193,124,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,4,0,2,0,0,1,355,98,1290,109,378,9417
194,96,0,0,0,0,0,1,0,0,0,6,3,0,11,0,5,4,0,3,1,0,1,34,0,430,49,608,5670
195,53,7,0,10,4,0,0,7,8,1,9,0,16,10,14,2,15,7,4,1,1,0,54,235,947,94,1,15182
196,39,10,0,12,7,10,4,10,4,3,8,0,0,0,0,0,6,3,3,1,1,0,19,0,1409,121,608,12553
197,10,11,0,0,0,0,0,8,2,1,10,9,5,1,12,2,10,3,3,1,0,1,19,151,355,38,374,17404
198,51,5,0,0,14,16,1,8,1,5,6,0,0,0,0,0,9,5,6,1,1,0,19,172,163,20,75,14086
199,18,9,1,1,0,0,3,8,4,1,8,4,9,3,4,3,9,3,1,1,0,1,102,203,494,52,211,13392
200,106,0,0,0,0,0,0,0,0,0,11,0,0,13,33,3,16,4,7,0,0,1,232,199,294,36,246,6599
201,38,10,0,0,0,0,0,9,2,2,7,5,9,12,10,2,12,5,6,0,0,1,108,190,773,83,1,1586
202,59,7,0,0,0,13,7,1,2,3,7,0,0,0,0,0,1,0,0,1,1,0,344,217,1055,102,180,4151
203,111,2,0,0,11,15,3,4,1,6,0,0,0,0,0,0,0,0,0,1,1,0,344,82,108,17,608,10050
204,28,10,0,7,8,0,1,8,2,2,8,0,7,4,10,1,7,5,3,1,0,1,344,223,1085,102,354,12683
205,101,2,7,8,0,0,6,6,3,0,0,0,0,7,0,7,1,0,3,0,1,0,344,172,169,20,374,9793
206,15,10,3,13,2,10,5,11,6,4,11,0,0,0,0,0,3,1,0,0,1,0,344,194,1128,106,608,13425
207,42,8,0,0,5,19,2,5,2,4,6,0,9,0,0,2,5,2,0,0,1,1,344,190,773,83,1,1269
208,118,0,0,0,0,0,2,0,0,0,2,0,7,0,19,7,6,3,2,0,0,1,344,36,288,34,608,10586
209,34,9,0,5,1,0,1,2,1,0,9,0,11,5,18,3,8,7,4,0,0,1,344,199,401,40,608,16255
210,60,6,0,0,0,0,3,1,0,0,5,0,7,11,0,3,5,2,2,0,0,1,344,38,1236,109,240,927
211,66,7,6,4,0,0,6,1,1,0,6,0,0,0,11,5,0,1,2,0,0,1,344,193,1128,106,608,4494
212,21,13,12,17,3,8,2,12,6,3,10,5,5,5,8,0,7,4,1,0,1,0,310,190,773,83,1,16813
213,73,8,0,16,0,14,3,8,4,3,3,0,0,0,0,0,6,3,3,1,1,0,103,219,1072,102,354,8842
214,159,0,0,0,0,21,6,4,1,3,0,0,0,0,0,0,0,0,0,1,1,0,103,204,459,52,47,10467
215,74,8,0,0,11,31,6,13,1,7,0,0,0,0,0,3,0,0,0,0,1,1,102,71,1119,104,335,11718
216,28,6,0,0,0,0,0,7,1,4,9,6,7,5,10,6,10,4,4,0,0,1,102,0,177,23,608,14508
217,112,0,0,0,0,0,0,0,0,0,6,0,0,0,43,2,10,3,5,1,0,1,19,190,774,83,2,7680
218,104,0,0,0,0,0,7,0,0,0,2,0,0,8,0,6,2,0,2,1,0,1,103,191,765,82,608,9845
219,40,6,0,0,0,0,0,10,4,6,9,0,6,10,18,1,8,3,5,1,0,1,103,242,921,90,130,15621
220,44,9,0,0,0,0,0,3,0,3,6,0,0,14,0,4,3,0,3,1,0,1,103,95,1238,109,249,7240
222,60,3,0,0,0,0,0,1,0,2,11,0,8,2,18,5,6,2,4,1,0,1,19,237,960,94,307,1421
223,37,7,5,7,2,15,4,8,4,4,9,0,0,0,0,0,3,2,2,1,1,0,19,153,316,38,18,1224
224,88,2,6,7,0,0,3,1,2,0,8,0,14,7,0,6,4,2,1,1,0,1,19,100,1303,109,389,7365
225,113,0,0,0,0,17,7,4,0,2,0,0,0,0,0,0,0,0,0,1,1,0,19,217,1055,102,180,12045
226,55,3,0,7,0,15,8,4,3,3,3,0,0,0,0,0,2,0,2,1,1,0,199,191,1003,101,152,2871
227,135,1,6,0,11,0,5,2,0,2,0,0,0,0,0,0,0,0,0,1,1,0,19,21,239,33,120,11912
229,97,5,0,0,0,12,5,0,1,2,10,0,0,0,13,4,3,3,2,1,1,0,19,195,290,36,608,8984
230,33,10,11,0,7,13,1,11,2,4,11,4,9,3,7,3,8,4,2,0,0,0,28,77,796,84,2,3187
231,29,11,6,7,8,9,2,12,4,3,10,15,8,8,12,2,15,4,3,0,0,0,232,6,1438,127,381,15122
232,55,10,0,0,0,0,3,0,0,0,8,3,11,9,12,3,10,5,5,0,0,0,179,4,1447,127,489,2073
233,91,5,0,13,0,0,8,4,4,0,1,0,0,0,0,3,0,0,0,1,1,0,188,71,1119,104,335,9702
234,53,5,16,0,7,0,4,3,0,2,8,0,0,7,0,2,2,0,2,1,1,0,373,170,654,61,587,6242
235,49,6,2,17,0,16,2,6,6,3,7,0,0,0,0,0,1,1,0,1,1,0,28,190,771,83,608,4167
236,48,6,0,0,0,0,0,9,1,7,8,2,13,11,15,3,15,6,4,1,0,1,28,77,644,61,315,17073
237,20,9,0,0,0,0,4,9,5,2,9,6,5,3,0,1,5,1,0,1,0,1,42,98,1300,109,382,12362
238,87,6,0,0,0,14,6,4,1,2,5,0,0,0,0,0,1,0,0,1,1,0,19,191,1002,101,152,10523
239,11,12,9,8,2,4,4,13,2,2,13,6,6,3,2,2,9,1,0,1,1,0,19,223,1077,102,354,13417
241,24,9,7,0,2,7,4,6,1,3,10,5,2,2,3,4,7,0,3,1,1,1,321,0,1409,121,608,11660
